Season,LocationID,EventID,ChannelType,TransectNumber,SampleLocation,BankAngle,BankVegCover,BankHeight,BankSubstrate,LargeTrees,SmTreesShrubs,GrassForbes,BareRockSediment,Artificial,Comment,DETimeStamp
2013,BUFFRMFISHBM01,BUFFRMFish2013May29,side channel,3,L,1,2,1,2,1,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBM01,BUFFRMFish2013May29,side channel,3,R,1,2,1,2,1,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBM01,BUFFRMFish2013May29,side channel,4,L,2,1,2,2,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM01,BUFFRMFish2013May29,side channel,4,R,1,2,1,10,1,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBM01,BUFFRMFish2013May29,side channel,5,L,1,2,1,2,1,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBM01,BUFFRMFish2013May29,side channel,5,R,1,2,1,2,1,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,1,L,2,1,3,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,1,R,2,1,3,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,2,L,2,2,3,10,0,1,0,1,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,2,R,2,1,2,8,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,3,L,2,1,4,8,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,3,R,1,1,2,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,4,L,3,1,3,8,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,4,R,2,2,2,1,1,0,1,0,0,Bedrock,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,5,L,2,2,2,10,1,0,1,0,0,5.9 meter gravel bar,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,5,R,2,2,3,1,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,6,L,1,2,2,10,0,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,6,R,3,2,3,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,7,L,2,2,3,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,7,R,2,1,3,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,8,L,2,3,3,1,0,0,0,1,0,Bedrock,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,8,R,3,2,3,5,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,9,L,3,4,5,1,0,0,0,1,0,Bedrock,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,9,R,2,3,3,8,0,0,1,1,0,Sand,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,10,L,3,2,4,1,0,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,10,R,3,2,3,8,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,11,L,2,2,4,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM02,BUFFRMFish2013May28,main,11,R,2,2,3,10,1,0,1,0,0,10 Meter Gravel Bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,1,L,2,1,3,10,1,1,0,0,0,38 m Gravel Bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,1,R,3,2,3,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,2,L,2,1,4,8,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,2,R,2,1,4,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,3,L,2,1,4,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,3,R,2,1,4,8,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,4,L,2,1,3,8,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,4,R,2,1,3,8,1,0,1,0,0,12 m sand/gravel bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,5,L,2,2,4,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,5,R,2,1,4,8,1,0,1,0,0,33 m gravel bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,6,L,3,2,4,1,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,6,R,2,1,3,8,1,1,0,0,0,30 m gravel bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,7,L,3,3,5,1,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,7,R,2,1,3,8,1,1,0,0,0,18 m gravel/sand bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,8,L,3,4,5,1,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,8,R,1,1,2,8,1,0,1,0,0,19.5 m gravel/sand bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,9,L,3,4,5,1,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,9,R,2,1,2,10,1,1,0,0,0,22 m gravel bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,10,L,2,1,4,8,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,10,R,3,2,3,10,1,1,0,0,0,16.5 m gravel bar,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,11,L,2,1,3,2,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM03,BUFFRMFish2013Jun19,main,11,R,3,1,3,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,1,L,1,3,2,10,0,0,0,1,0,17.5 m gravel bar,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,1,R,3,2,3,8,1,0,1,0,0,16.5 m gravel bar,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,2,L,1,1,3,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,2,R,3,1,4,8,1,0,1,0,0,27 m gravel bar,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,3,L,1,1,3,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,3,R,3,1,4,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,4,L,3,1,3,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,4,R,3,1,4,8,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,5,L,3,1,4,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,5,R,3,1,4,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,6,L,3,1,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,6,R,3,1,5,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,7,L,3,1,3,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,7,R,3,1,4,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,8,L,2,1,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,8,R,3,1,4,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,9,L,3,1,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,9,R,3,2,5,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,10,L,3,2,5,1,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM04,BUFFRMFish2013Jun17,main,10,R,3,1,5,8,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,1,L,3,1,2,10,1,0,1,0,0,7.5 m gravel bar,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,1,R,2,1,3,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,2,L,1,1,1,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,2,R,2,1,3,10,1,1,0,0,0,2.0 m gravel bar,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,3,L,2,1,2,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,3,R,2,1,4,8,1,1,0,0,0,4.0 m gravel bar,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,4,L,2,2,2,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,4,R,1,2,2,8,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,5,L,2,1,2,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,5,R,2,1,3,2,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,6,L,2,2,3,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,6,R,3,2,3,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,7,L,1,2,2,10,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,7,R,3,2,4,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,8,L,1,4,2,10,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,8,R,3,2,5,1,1,1,0,0,0,Bluff,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,9,L,1,4,2,10,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,9,R,3,2,5,1,1,1,0,0,0,Bluff,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,10,L,1,3,1,10,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,10,R,3,2,5,1,1,1,0,0,0,Bluff,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,11,L,1,4,1,10,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM05,BUFFRMFish2013Jun18,main,11,R,3,1,4,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,1,L,2,1,2,8,0,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,1,R,1,2,1,10,1,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,2,L,2,1,3,10,1,0,1,0,0,4.5m Gravel Bar,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,2,R,2,2,4,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,3,L,2,1,3,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,3,R,3,2,3,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,4,L,1,1,2,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,4,R,2,1,3,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,5,L,2,1,4,8,0,0,1,0,0,5.0m Sand Bar,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,5,R,2,1,4,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,6,L,1,1,4,8,1,0,1,0,0,14.0m Sand Bar,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,6,R,2,1,3,5,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,7,L,3,2,5,8,0,0,1,0,0,34.5m Gravel/sand Bar,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,7,R,2,1,3,2,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,8,L,1,2,2,10,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,8,R,2,1,3,2,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,9,L,2,1,5,8,1,0,1,0,0,25.0m Gravel Bar,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,9,R,3,3,5,1,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,10,L,2,1,4,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,10,R,2,1,3,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,11,L,2,1,3,8,1,0,1,0,0,11.0m Sand Bar,12/3/2018
2013,BUFFRMFISHBM06,BUFFRMFish2013Jun11,main,11,R,2,1,3,2,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,1,L,1,1,1,8,1,0,1,0,0,4.8m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,1,R,3,1,3,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,2,L,1,1,1,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,2,R,3,1,3,5,1,0,1,0,0,6.1m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,3,L,1,1,1,10,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,3,R,3,1,3,5,1,0,1,0,0,1.3m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,4,L,2,1,2,8,1,0,1,0,0,3.4m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,4,R,3,1,3,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,5,L,3,1,3,8,1,1,0,0,0,2.7m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,5,R,3,2,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,6,L,3,1,3,1,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,6,R,1,1,1,8,1,1,0,0,0,2.6m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,7,L,3,1,3,8,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,7,R,1,1,1,5,1,1,0,0,0,3.3m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,8,L,3,1,3,1,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,8,R,1,1,1,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,9,L,3,1,3,1,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,9,R,2,1,2,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,10,L,3,1,3,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,10,R,1,4,1,10,0,0,0,1,0,3.3m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,11,L,3,2,3,5,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBT07,BUFFRMFish2013May21,main,11,R,1,2,2,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,1,L,3,2,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,1,R,3,1,4,10,1,0,1,0,0,12.9m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,2,L,3,1,3,5,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,2,R,1,1,2,10,1,0,1,0,0,5.6m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,3,L,3,1,4,5,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,3,R,1,1,2,5,1,0,1,0,0,8.0m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,4,L,3,2,4,5,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,4,R,1,1,2,8,1,0,1,0,0,9.4m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,5,L,3,1,4,5,1,0,1,0,0,7.2m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,5,R,3,1,3,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,6,L,2,1,2,8,1,0,1,0,0,8.7m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,6,R,3,1,3,10,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,7,L,2,1,2,8,1,0,1,0,0,9.8m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,7,R,3,1,3,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,8,L,1,1,1,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,8,R,2,2,3,5,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,9,L,1,2,2,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,9,R,2,2,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,10,L,1,1,2,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,10,R,3,2,3,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,11,L,2,2,2,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,11,R,3,2,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,1,L,2,1,5,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,1,R,3,1,2,5,1,1,0,0,0,8.4m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,2,L,3,1,5,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,2,R,3,1,3,5,1,1,0,0,0,11.1m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,3,L,3,2,5,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,3,R,3,2,2,5,1,1,0,0,0,11.5m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,4,L,3,1,5,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,4,R,2,1,2,10,1,1,0,0,0,8.4m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,5,L,3,2,1,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,5,R,3,1,2,10,1,1,0,0,0,6.7m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,6,L,3,1,1,10,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,6,R,3,2,3,10,1,0,0,0,0,4.3m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,7,L,2,2,2,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,7,R,3,2,3,10,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,8,L,1,3,1,10,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,8,R,3,2,3,5,1,0,1,0,0,8.1m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,9,L,1,4,1,2,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,9,R,3,2,3,5,1,0,1,0,0,4.2m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,10,L,1,4,1,10,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,10,R,3,2,2,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,11,L,2,1,1,10,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,11,R,3,2,3,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,1,L,2,2,4,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,1,R,2,1,5,10,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,2,L,3,2,4,5,0,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,2,R,2,1,4,5,1,0,1,0,0,6.5m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,3,L,3,2,5,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,3,R,2,1,4,1,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,4,L,2,2,4,5,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,4,R,2,1,3,1,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,5,L,3,1,4,10,1,0,1,0,0,4.5m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,5,R,3,2,5,1,1,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,6,L,3,2,5,5,0,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,6,R,2,1,3,1,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,7,L,2,2,3,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,7,R,2,1,4,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,8,L,2,2,4,8,1,0,0,0,0,11.5m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,8,R,2,1,5,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,9,L,2,2,3,10,1,0,1,0,0,17.0m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,9,R,2,1,4,2,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,10,L,2,1,4,8,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,10,R,2,1,3,2,0,1,1,0,0,5.0m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,11,L,2,1,3,10,1,0,1,0,0,11.0m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,11,R,2,1,5,2,0,1,1,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,1,L,3,2,5,1,1,1,0,0,0,7.3m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,1,R,3,1,3,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,2,L,3,2,5,1,0,0,0,1,0,Bluff,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,2,R,3,1,3,1,1,0,1,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,3,L,3,4,5,1,0,0,0,1,0,8.3m Gravel Bar,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,3,R,2,2,4,5,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,4,L,3,1,5,1,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,4,R,2,2,4,1,1,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,5,L,3,2,5,1,0,0,0,1,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,5,R,2,1,4,2,0,1,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,6,L,3,2,5,1,1,1,0,0,0,,12/3/2018
