Season,LocationID,EventID,ChannelType,TransectNumber,SampleLocation,ChannelUnit,PoolForm,Width_m,Depth_cm,Velocity_ms,DomSubstrate,DomSubstrateMidpoint,Embeddedness,EmbeddednessMidpoint,CanopyCover,CanopyCoverMidpoint,Comment,DETimeStamp
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,4,R,RI,N/A,4,4,0.519999981,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,5,L,RU,N/A,7.2,8,0,10,9.65,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,5,M,RU,N/A,7.2,2,0.059999999,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,5,R,RU,N/A,7.2,25,0.170000002,11,13.65,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,6,L,RU,N/A,5.1,16,0.029999999,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,6,M,RU,N/A,5.1,30,0.25,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,6,R,RU,N/A,5.1,24,0.180000007,14,38.5,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,7,L,RI,N/A,4.5,9,0.430000007,12,19.3,2,25,3,57.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,7,M,RI,N/A,4.5,10,0.479999989,13,27.3,2,25,3,57.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,7,R,RI,N/A,4.5,14,0.330000013,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,8,L,RI,N/A,12,6,0.319999993,11,13.65,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,8,M,RI,N/A,12,7,0.140000001,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,8,R,RI,N/A,12,10,0.519999981,14,38.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,9,L,RRX,N/A,15.1,10,0.209999993,12,19.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,9,M,RRX,N/A,15.1,7,0.02,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,9,R,RRX,N/A,15.1,6,0.090000004,11,13.65,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,10,L,RI,N/A,14.2,7,0.170000002,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,10,M,RI,N/A,14.2,10,0.170000002,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,10,R,RI,N/A,14.2,6,0.050000001,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,11,L,RU,N/A,13.7,8,0.119999997,10,9.65,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,11,M,RU,N/A,13.7,8,0.209999993,12,19.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT15,BUFFRMFish2013May20,main,11,R,RU,N/A,13.7,10,0.01,10,9.65,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,1,L,PO,L,10.8,103,0.239999995,15,54.5,1,5,3,57.5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,1,M,PO,L,10.8,90,0.360000014,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,1,R,PO,L,10.8,54,0.159999996,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,2,L,PO,M,11.3,70,0.280000001,24,10000,0,0,4,87.5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,2,M,PO,M,11.3,96,0.25,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,2,R,PO,M,11.3,52,0.159999996,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,3,L,PO,M,11.3,60,0.25,24,10000,0,0,4,87.5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,3,M,PO,M,11.3,92,0.289999992,24,10000,0,0,3,57.5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,3,R,PO,M,11.3,91,0.129999995,11,13.65,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,4,L,PO,M,13.3,70,-0.039999999,9,6.85,4,87.5,2,25,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,4,M,PO,M,13.3,89,0.330000013,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,4,R,PO,M,13.3,20,0.029999999,11,13.65,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,5,L,RU,N/A,10.5,64,0.340000004,14,38.5,2,25,2,25,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,5,M,RU,N/A,10.5,42,0.419999987,12,19.3,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,5,R,RU,N/A,10.5,16,0.230000004,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,6,L,RU,N/A,11.2,60,0.469999999,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,6,M,RU,N/A,11.2,47,0.200000003,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,6,R,RU,N/A,11.2,18,0.090000004,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,7,L,RU,N/A,12.3,70,0.639999986,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,7,M,RU,N/A,12.3,87,0.180000007,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,7,R,RU,N/A,12.3,28,-0.07,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,8,L,RU,N/A,6.8,60,0.610000014,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,8,M,RU,N/A,6.8,62,0.910000026,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,8,R,RU,N/A,6.8,13,-0.090000004,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,9,L,RI,N/A,11.5,26,0.50999999,14,38.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,9,M,RI,N/A,11.5,16,1.100000024,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,9,R,RI,N/A,11.5,28,1.429999948,13,27.3,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,10,L,RI,N/A,17.5,27,0.50999999,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,10,M,RI,N/A,17.5,12,0.360000014,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,10,R,RI,N/A,17.5,71,0.330000013,14,38.5,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,11,L,GL,N/A,17.3,19,0.219999999,11,13.65,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,11,M,GL,N/A,17.3,36,0.25,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT19,BUFFRMFish2013Jun06,main,11,R,GL,N/A,17.3,48,0.219999999,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,1,L,RI,N/A,18,20,0.670000017,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,1,M,RI,N/A,18,22,0.829999983,13,27.3,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,1,R,RI,N/A,18,26,0.790000021,12,19.3,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,2,L,RI,N/A,23,26,0.379999995,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,2,M,RI,N/A,23,50,0.280000001,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,2,R,RI,N/A,23,28,0.100000001,14,38.5,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,3,L,RU,N/A,22,22,0.01,13,27.3,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,3,M,RU,N/A,22,32,0.439999998,14,38.5,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,3,R,RU,N/A,22,88,0.460000008,24,10000,0,0,3,57.5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,4,L,RU,N/A,20,42,0.170000002,11,13.65,4,87.5,3,57.5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,4,M,RU,N/A,20,48,0.300000012,14,38.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,4,R,RU,N/A,20,68,0.090000004,17,109,3,57.5,2,25,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,5,L,RI,N/A,18,18,0.860000014,11,13.65,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,5,M,RI,N/A,18,22,0.569999993,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,5,R,RI,N/A,18,40,0.219999999,14,38.5,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,6,L,RU,N/A,26,10,0.310000002,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,6,M,RU,N/A,26,26,0.430000007,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,6,R,RU,N/A,26,46,0.129999995,24,10000,0,0,1,5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,7,L,RU,N/A,23.5,32,0.039999999,11,13.65,4,87.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,7,M,RU,N/A,23.5,48,0.360000014,12,19.3,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,7,R,RU,N/A,23.5,44,0.119999997,15,54.5,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,8,L,RI,N/A,14.5,28,0.610000014,15,54.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,8,M,RI,N/A,14.5,32,1.169999957,14,38.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,8,R,RI,N/A,14.5,22,1.110000014,16,77,3,57.5,1,5,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,9,L,RI,N/A,11.5,28,0.200000003,15,54.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,9,M,RI,N/A,11.5,38,1.299999952,17,109,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,9,R,RI,N/A,11.5,44,0.180000007,17,109,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,10,L,RU,N/A,19.5,52,0.300000012,15,54.5,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,10,M,RU,N/A,19.5,34,0.230000004,16,77,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,10,R,RU,N/A,19.5,42,0.150000006,16,77,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,11,L,RRX,N/A,17.5,20,0.400000006,16,77,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,11,M,RRX,N/A,17.5,16,0.059999999,17,109,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT20,BUFFRMFish2013Jun10,main,11,R,RRX,N/A,17.5,52,0.689999998,16,77,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,1,L,RI,N/A,14.5,10,0.170000002,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,1,M,RI,N/A,14.5,14,0.289999992,11,13.65,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,1,R,RI,N/A,14.5,8,0.200000003,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,2,L,GL,N/A,18.9,9,0.029999999,10,9.65,4,87.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,2,M,GL,N/A,18.9,20,0.140000001,11,13.65,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,2,R,GL,N/A,18.9,18,0.090000004,12,19.3,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,3,L,RU,N/A,11.4,30,0.159999996,16,77,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,3,M,RU,N/A,11.4,30,0.07,12,19.3,3,57.5,3,57.5,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,3,R,RU,N/A,11.4,26,0.100000001,10,9.65,3,57.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,4,L,RU,N/A,14.5,34,0.230000004,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,4,M,RU,N/A,14.5,14,0.109999999,12,19.3,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,4,R,RU,N/A,14.5,8,-0.02,4,0.375,4,87.5,1,5,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,5,L,RU,N/A,15.6,23,0.150000006,14,38.5,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,5,M,RU,N/A,15.6,10,0.090000004,11,13.65,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,5,R,RU,N/A,15.6,8,0.01,4,0.375,4,87.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,6,L,RU,N/A,14.5,26,0.170000002,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,6,M,RU,N/A,14.5,20,0.140000001,11,13.65,4,87.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,6,R,RU,N/A,14.5,10,0.02,2,0.0935,4,87.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,7,L,RU,N/A,10.8,42,0.07,24,10000,0,0,1,5,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,7,M,RU,N/A,10.8,25,0.479999989,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,7,R,RU,N/A,10.8,10,0.07,12,19.3,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,8,L,RU,N/A,9.7,14,0.129999995,16,77,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,8,M,RU,N/A,9.7,10,0.280000001,11,13.65,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,8,R,RU,N/A,9.7,16,0.579999983,13,27.3,2,25,3,57.5,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,9,L,RU,N/A,12.1,40,0.029999999,15,54.5,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,9,M,RU,N/A,12.1,58,0.109999999,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,9,R,RU,N/A,12.1,56,-0.07,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,10,L,RI,N/A,10.6,12,0.419999987,11,13.65,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,10,M,RI,N/A,10.6,15,0.460000008,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,10,R,RI,N/A,10.6,7,0.129999995,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,11,L,RU,N/A,9.3,50,-0.050000001,5,0.75,4,87.5,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,11,M,RU,N/A,9.3,44,0.270000011,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT27,BUFFRMFish2013May20,main,11,R,RU,N/A,9.3,14,-0.050000001,24,10000,0,0,1,5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,1,L,RI,N/A,2.5,4,0.140000001,15,54.5,2,25,3,57.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,1,M,RI,N/A,2.5,9,0.090000004,12,19.3,2,25,3,57.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,1,R,RI,N/A,2.5,20,0.479999989,11,13.65,3,57.5,3,57.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,2,L,RU,N/A,6.6,2,0,11,13.65,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,2,M,RU,N/A,6.6,12,0.219999999,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,2,R,RU,N/A,6.6,8,0.409999996,11,13.65,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,3,L,RU,N/A,6.4,10,0.050000001,21,437,3,57.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,3,M,RU,N/A,6.4,40,0.090000004,16,77,3,57.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,3,R,RU,N/A,6.4,23,0,10,9.65,3,57.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,4,L,RU,N/A,5.9,6,0.050000001,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,4,M,RU,N/A,5.9,4,0.109999999,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,4,R,RU,N/A,5.9,13,0.129999995,24,10000,0,0,2,25,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,5,L,RU,N/A,4.6,31,0.059999999,13,27.3,3,57.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,5,M,RU,N/A,4.6,21,0.109999999,15,54.5,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,5,R,RU,N/A,4.6,4,0,10,9.65,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,6,L,RU,N/A,6.6,12,0.170000002,14,38.5,3,57.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,6,M,RU,N/A,6.6,11,0.330000013,14,38.5,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,6,R,RU,N/A,6.6,16,0.01,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,7,L,RI,N/A,3.2,9,0.25,14,38.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,7,M,RI,N/A,3.2,6,0.219999999,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,7,R,RI,N/A,3.2,4,0,24,10000,0,0,1,5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,8,L,PO,F,9.3,64,0,8,4.85,4,87.5,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,8,M,PO,F,9.3,102,-0.01,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,8,R,PO,F,9.3,111,-0.01,24,10000,0,0,0,0,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,9,L,PO,F,4.4,28,-0.02,11,13.65,3,57.5,1,5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,9,M,PO,F,4.4,74,0.01,13,27.3,2,25,3,57.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,9,R,PO,F,4.4,89,0.029999999,11,13.65,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,10,L,RI,N/A,11.1,6,0.159999996,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,10,M,RI,N/A,11.1,10,0.300000012,14,38.5,2,25,2,25,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,10,R,RI,N/A,11.1,6,0.200000003,14,38.5,2,25,2,25,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,11,L,RU,N/A,10.7,7,0.090000004,12,19.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,11,M,RU,N/A,10.7,10,0.119999997,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT30,BUFFRMFish2013Jun12,main,11,R,RU,N/A,10.7,9,0.01,14,38.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,1,L,RI,N/A,7.7,8,0.150000006,16,77,3,57.5,2,25,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,1,M,RI,N/A,7.7,10,0.02,15,54.5,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,1,R,RI,N/A,7.7,4,0.02,14,38.5,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,2,L,PO,M,8.2,20,0,15,54.5,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,2,M,PO,M,8.2,30,0.01,15,54.5,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,2,R,PO,M,8.2,28,-0.01,12,19.3,3,57.5,2,25,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,3,L,PO,M,6,30,0.02,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,3,M,PO,M,6,64,0.02,16,77,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,3,R,PO,M,6,8,-0.039999999,12,19.3,2,25,1,5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,4,L,PO,M,5.7,16,0.02,13,27.3,3,57.5,3,57.5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,4,M,PO,M,5.7,26,0.050000001,13,27.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,4,R,PO,M,5.7,16,0.02,14,38.5,3,57.5,4,87.5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,5,L,RI,N/A,3.6,6,0.280000001,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,5,M,RI,N/A,3.6,4,0.340000004,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,5,R,RI,N/A,3.6,2,0.01,12,19.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,6,L,RI,N/A,5.3,6,0.050000001,14,38.5,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,6,M,RI,N/A,5.3,6,0.119999997,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,6,R,RI,N/A,5.3,5,0.07,13,27.3,2,25,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,7,L,PO,M,7.8,38,-0.02,15,54.5,4,87.5,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,7,M,PO,M,7.8,70,0.02,15,54.5,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,7,R,PO,M,7.8,12,-0.029999999,10,9.65,3,57.5,0,0,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,8,L,RI,N/A,7.4,18,0.159999996,15,54.5,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,8,M,RI,N/A,7.4,4,0.239999995,12,19.3,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,8,R,RI,N/A,7.4,12,0.01,11,13.65,2,25,4,87.5,,12/3/2018
2013,BUFFRMFISHBT31,BUFFRMFish2013Jun12,main,9,L,RI,N/A,7.3,10,0.310000002,15,54.5,2,25,1,5,,12/3/2018
