Season,LocationID,EventID,SamplingGear,ChannelType,CommonName,ScientificName,FederalProtectionStatusCode,IMD_LevelOfProtection,TaxonCode,TaxaFishNumber,TotalLength_mm,Weight_g,AnomalyID,Vouchered,NumObs,BatchID,BatchWT_g,Comments,FlaggedData_YN,OpsReviewFlaggedData_Comment,DETimeStamp
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,12.00,100.00,10.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:38
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,13.00,90.00,7.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:38
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,14.00,98.00,10.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:38
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,15.00,100.00,11.00,B,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:38
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,16.00,108.00,12.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:38
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,17.00,93.00,8.00,B,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:38
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,18.00,97.00,9.00,B,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:38
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,19.00,87.00,6.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:39
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,20.00,100.00,11.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:39
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,21.00,96.00,9.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:39
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,22.00,92.00,9.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:39
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Blackspotted topminnow,Fundulus olivaceus,NFP,NP,funoli,1.00,81.00,5.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:33
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Blackspotted topminnow,Fundulus olivaceus,NFP,NP,funoli,2.00,69.00,3.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:33
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Bluntnose minnow,Pimephales notatus,NFP,NP,pimnot,1.00,89.00,6.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:47
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Bluntnose minnow,Pimephales notatus,NFP,NP,pimnot,2.00,92.00,6.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:47
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,1.00,61.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:41
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,2.00,56.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:41
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,3.00,59.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:41
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,4.00,55.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:41
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,5.00,52.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:41
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,6.00,46.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:41
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,7.00,64.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,8.00,58.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,9.00,50.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,10.00,60.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,11.00,59.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,12.00,58.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,13.00,51.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,14.00,69.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,15.00,60.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Carmine shiner,Notropis percobromus,NFP,NP,notper,16.00,53.00,,N,0.00,1.00,1.00,24.00,,FALSE,,6/30/2009 9:42
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,1.00,81.00,6.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:29
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,2.00,94.00,8.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:29
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,3.00,81.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:29
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,4.00,79.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,5.00,81.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,6.00,79.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,7.00,79.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,8.00,76.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,9.00,83.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,10.00,72.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,11.00,73.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,12.00,91.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,13.00,80.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,14.00,84.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,15.00,88.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,16.00,82.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,17.00,82.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,18.00,79.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:30
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,19.00,74.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:31
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Duskystripe shiner,Luxilus pilsbryi,NFP,NP,luxpil,20.00,75.00,,N,0.00,1.00,1.00,78.00,,FALSE,,6/30/2009 9:31
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Golden redhorse,Moxostoma erythrurum,NFP,NP,moxery,1.00,94.00,10.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:46
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Golden redhorse,Moxostoma erythrurum,NFP,NP,moxery,2.00,97.00,11.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:46
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Golden redhorse,Moxostoma erythrurum,NFP,NP,moxery,3.00,88.00,8.00,N,-1.00,1.00,0.00,,,FALSE,,6/30/2009 9:46
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Green sunfish,Lepomis cyanellus,NFP,NP,lepcya,1.00,150.00,55.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:31
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,1.00,115.00,14.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:39
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,2.00,98.00,9.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:39
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,3.00,67.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:40
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,4.00,73.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:40
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,5.00,66.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:40
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,6.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:40
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,7.00,65.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:40
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,8.00,66.00,,N,0.00,1.00,1.00,,,FALSE,,6/30/2009 9:40
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Greenside darter,Etheostoma blennioides,NFP,NP,ethble,9.00,61.00,,N,0.00,1.00,1.00,21.00,,FALSE,,6/30/2009 9:40
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,1.00,92.00,16.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:25
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,2.00,97.00,21.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:25
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,3.00,130.00,50.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:25
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,4.00,161.00,96.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:25
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,5.00,152.00,93.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:25
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,6.00,162.00,105.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:25
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,7.00,140.00,73.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:25
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,8.00,123.00,34.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,9.00,107.00,27.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,10.00,79.00,9.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,11.00,100.00,18.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,12.00,103.00,21.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,13.00,94.00,15.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,14.00,100.00,19.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,15.00,76.00,8.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,16.00,100.00,18.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,17.00,103.00,20.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,18.00,79.00,9.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:26
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,19.00,80.00,10.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,20.00,44.00,2.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,21.00,72.00,7.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,22.00,84.00,10.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,23.00,76.00,7.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,24.00,93.00,15.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,25.00,92.00,14.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,26.00,43.00,1.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,27.00,76.00,8.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,28.00,82.00,10.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,29.00,85.00,11.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:27
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,30.00,75.00,7.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:28
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Longear sunfish,Lepomis megalotis,NFP,NP,lepmeg,31.00,,,N,0.00,20.00,0.00,,,FALSE,,6/30/2009 9:28
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,1.00,113.00,17.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,2.00,81.00,7.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,3.00,128.00,22.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,4.00,127.00,19.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,5.00,114.00,16.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,6.00,107.00,11.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,7.00,115.00,16.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,8.00,320.00,337.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,9.00,129.00,21.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Northern hog sucker,Hypentelium nigricans,NFP,NP,hypnig,10.00,80.00,5.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:24
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,1.00,210.00,128.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:20
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,2.00,260.00,303.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:20
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,3.00,216.00,201.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:20
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,4.00,170.00,89.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:20
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,5.00,209.00,178.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:21
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,6.00,125.00,44.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:21
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,7.00,202.00,170.00,L,0.00,1.00,0.00,,torn lip,FALSE,,6/30/2009 9:21
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,8.00,145.00,65.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:21
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,9.00,147.00,62.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:21
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,10.00,113.00,27.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:22
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,11.00,119.00,32.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:22
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,12.00,152.00,63.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:22
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,13.00,185.00,102.00,D,0.00,1.00,0.00,,blind eye,FALSE,,6/30/2009 9:22
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,14.00,129.00,38.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:22
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,15.00,135.00,44.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:22
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,16.00,114.00,27.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:23
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,boat,main,Ozark bass,Ambloplites constellatus,NFP,NP,ambcon,17.00,132.00,42.00,N,0.00,1.00,0.00,,,FALSE,,6/30/2009 9:23
